,customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
2599,3658,49,Female,Mumbai,32319.94,10237.7,375678.03,1.08,2,52.98,9,0,18516.81,274846,348872.9,12,stable
2600,4500,27,Female,Bangalore,59394.89,19921.97,326925.73,0.3,2,72.03,8,1,12320.99,377197,1106186.47,43,stable
2601,9566,38,Male,Chennai,65532.73,23852.78,186407.74,0.38,2,66.6,53,1,21398.18,74527,494868.57,37,stable
2602,3120,36,Female,Pune,80807.61,44417.77,273448.96,0.17,1,83.94,12,1,11616.67,274760,1500000.0,1,stable
2603,5020,52,Female,Kolkata,62860.22,17281.2,213952.77,0.58,3,81.29,17,1,22270.38,157472,371507.74,22,stable
2604,4259,58,Female,Pune,65524.25,19090.89,320171.71,0.22,0,64.93,7,0,19267.55,400307,1440425.55,6,stable
2605,2823,45,Male,Mumbai,74256.59,10389.9,141241.1,0.53,2,99.96,31,1,0.0,473435,266611.24,51,stable
2606,2474,64,Female,Lucknow,83824.03,28115.49,484847.75,0.36,4,88.32,1,2,17264.14,449806,1342697.97,29,stable
2607,3242,52,Male,Lucknow,45934.02,4682.39,400624.61,0.38,3,52.3,2,0,13098.41,232423,1040965.54,7,stable
2608,4243,39,Male,Delhi,119101.05,46348.77,87734.87,0.47,1,58.91,14,0,9918.06,451850,187156.31,1,stable
2609,7990,23,Female,Lucknow,45639.85,6278.81,212067.26,0.32,2,100.0,13,0,24471.95,290856,660772.06,17,stable
2610,6160,55,Male,Delhi,83003.45,42155.09,47741.19,0.24,1,54.82,6,3,7952.35,387916,196126.44,31,stable
2611,4134,49,Female,Ahmedabad,70340.48,34556.92,310374.38,1.02,2,87.34,7,1,21557.31,0,305306.97,12,stable
2612,3070,31,Female,Pune,26172.47,14822.6,89333.01,0.63,2,76.29,1,0,12901.19,370877,142495.79,30,stable
2613,1359,26,Female,Pune,56022.15,12182.69,448365.94,0.6,2,75.37,9,2,6207.63,139288,753096.25,54,stable
2614,2141,39,Male,Hyderabad,66839.93,18171.7,327081.64,0.81,4,100.0,3,0,6851.91,348270,403989.93,56,stable
2615,2635,57,Female,Chennai,61629.98,14735.09,297605.28,0.3,1,72.88,1,1,17947.26,259185,976026.12,34,stable
2616,5000,65,Male,Pune,77522.15,27675.07,258214.94,0.23,1,50.48,5,0,13157.89,471605,1112134.47,13,stable
2617,4361,47,Male,Ahmedabad,20000.0,6477.59,111752.96,0.68,3,53.9,8,0,7473.22,451850,164870.32,43,stable
2618,7583,25,Male,Jaipur,20211.42,11617.63,218934.62,0.41,1,84.32,5,1,10143.52,473435,528782.76,53,stable
2619,8835,46,Female,Bangalore,62360.1,17979.86,314335.68,0.24,1,96.06,1,1,6466.9,280003,1287321.81,43,stable
2620,1006,55,Male,Chennai,53913.58,31730.02,153575.51,0.86,0,59.67,11,0,18498.52,233696,178919.88,56,stable
2621,4267,39,Male,Bhopal,51681.18,25754.58,238740.65,0.4,1,96.62,6,1,2179.12,137239,600779.52,6,stable
2622,7564,37,Male,Pune,83353.5,8459.98,131622.56,0.83,1,75.42,9,0,12964.02,85184,157656.76,3,stable
2623,5928,55,Male,Bangalore,53046.63,16087.52,349373.23,0.39,3,74.1,24,1,2226.78,473435,898718.32,58,stable
2624,3606,33,Male,Delhi,51817.94,21675.11,423614.85,0.2,1,32.86,14,1,26488.17,91364,1500000.0,37,stable
2625,6906,34,Male,Bangalore,104345.04,31310.52,10000.0,0.17,1,37.01,13,1,14910.94,376045,59909.26,14,stable
2626,4273,50,Female,Kolkata,32414.54,15187.1,404081.71,0.48,1,66.57,6,1,29390.86,274846,848681.95,34,stable
2627,8611,63,Male,Delhi,65274.73,12615.1,217113.62,0.39,4,81.04,4,0,10970.13,0,554142.1,13,stable
2628,1913,37,Female,Bhopal,72872.92,26988.0,237769.72,0.33,2,91.34,10,0,5663.69,233696,728655.03,1,stable
2629,3011,57,Female,Bhopal,58357.52,16587.69,265863.68,0.31,2,67.63,1,0,20745.25,380700,849140.23,1,stable
2630,2442,35,Female,Pune,68173.07,31805.4,138914.79,0.31,2,62.22,0,2,3456.9,196961,451623.29,49,stable
2631,6546,38,Male,Pune,45505.31,24358.03,258463.34,0.72,1,67.26,0,1,7093.76,380700,360219.55,4,stable
2632,2829,34,Female,Bangalore,46478.9,7463.35,514080.32,0.28,2,69.68,10,0,11701.31,307288,1500000.0,22,stable
2633,9767,34,Female,Hyderabad,44975.19,16078.74,337275.05,0.52,0,87.27,7,0,3642.71,0,645422.49,56,stable
2634,7468,65,Male,Hyderabad,41751.95,15675.22,394247.06,0.62,1,70.82,8,0,18652.37,179758,638260.52,1,stable
2635,1929,53,Male,Pune,66854.5,31134.51,425661.65,0.34,2,63.25,4,1,6937.24,74527,1266148.22,11,stable
2636,4699,58,Female,Mumbai,29211.0,14987.16,500410.85,0.3,2,65.25,0,1,33101.07,0,1500000.0,3,stable
2637,2054,31,Female,Hyderabad,31129.53,12016.96,277208.14,0.67,1,59.08,0,0,29651.19,290856,414654.16,25,stable
2638,6744,31,Female,Pune,21472.85,9695.96,363588.01,0.29,2,72.09,24,1,10887.41,221694,1247136.94,13,stable
2639,2900,46,Male,Lucknow,50515.13,9265.44,359494.38,0.31,2,50.83,2,0,14781.06,377650,1151788.33,56,stable
2640,7980,23,Male,Pune,77737.39,18502.04,343291.11,0.97,2,83.21,8,0,8963.4,274760,352797.08,53,stable
2641,8069,45,Male,Ahmedabad,45742.56,21171.07,268386.19,0.68,4,71.93,12,0,21142.38,200083,391963.42,30,stable
2642,4415,37,Female,Bangalore,64562.96,34937.62,224285.61,0.43,2,70.01,0,1,25206.94,377650,525550.16,49,stable
2643,1442,42,Male,Bhopal,57147.86,33153.41,419129.08,0.45,1,53.1,4,3,4443.29,65120,921639.37,30,stable
2644,7218,49,Male,Hyderabad,97954.8,49288.31,259068.73,0.3,4,42.23,8,1,22034.56,194441,873374.03,34,stable
2645,5652,46,Male,Lucknow,49761.55,16464.57,246808.22,0.48,2,89.4,18,0,12656.58,257963,517687.46,36,stable
2646,8939,54,Female,Bangalore,89330.47,40184.43,276760.66,0.46,3,39.11,1,2,19353.95,259185,598630.64,9,stable
2647,8833,46,Male,Mumbai,66405.79,31968.57,203627.89,0.98,4,66.24,0,1,14053.25,259185,208038.77,13,stable
2648,8597,29,Female,Pune,66621.5,22364.66,238794.43,0.4,1,64.45,5,0,17734.61,62628,601729.02,13,stable
2649,5458,60,Female,Ahmedabad,64640.52,31989.91,300073.96,0.22,4,75.09,36,0,8610.02,257963,1352166.72,58,stable
2650,7591,31,Male,Bangalore,99207.36,19775.98,37593.87,0.37,3,61.18,15,0,28432.75,368478,101859.77,43,stable
2651,3309,27,Male,Chennai,96688.72,42669.64,279603.55,0.08,2,49.57,1,1,13015.27,200083,1500000.0,6,stable
2652,7268,50,Male,Bhopal,61310.71,12870.8,168230.57,0.77,0,45.33,8,1,12666.29,167968,217302.65,7,stable
2653,1910,22,Female,Bhopal,57916.92,23891.17,419750.67,0.36,3,100.0,0,2,21717.73,169802,1153543.64,8,stable
2654,5340,50,Female,Mumbai,30724.26,3370.64,235682.86,0.34,0,56.84,11,2,6134.7,194441,689814.55,10,stable
2655,5009,24,Female,Hyderabad,58048.21,17242.78,437292.58,0.2,1,67.14,16,1,14548.12,179758,1500000.0,10,stable
2656,7628,34,Female,Chennai,97821.71,47548.08,266599.25,0.61,2,67.74,0,1,13534.57,233696,434065.37,3,stable
2657,3169,33,Male,Ahmedabad,84449.28,48515.23,231181.97,0.59,0,85.21,21,1,17212.52,364934,389070.31,31,stable
2658,3172,45,Male,Ahmedabad,66088.92,36977.51,337253.37,0.7,1,76.06,18,1,7604.46,0,480728.73,24,stable
2659,6668,33,Female,Jaipur,28626.17,7484.62,429295.52,0.6,2,67.79,1,2,22186.92,400307,710073.9,6,stable
2660,7313,33,Female,Lucknow,54481.13,16111.8,293168.56,0.27,2,56.04,0,2,12518.07,194441,1101126.73,59,stable
2661,9315,57,Female,Bhopal,36805.25,16756.64,296541.57,0.66,1,91.16,3,1,22109.52,307288,448436.64,16,stable
2662,9036,64,Female,Delhi,46631.45,7511.09,260270.01,0.79,1,64.89,12,1,20020.08,259185,328320.75,29,stable
2663,7789,26,Male,Lucknow,49820.14,7518.07,361154.48,0.42,1,61.49,7,1,20300.12,200083,869108.97,17,stable
2664,1785,46,Male,Kolkata,71786.96,23270.16,110935.24,0.23,1,64.85,5,3,23407.67,191403,478978.07,34,stable
2665,7139,34,Male,Hyderabad,81830.68,12540.03,175971.14,0.52,2,57.72,5,1,2144.76,65120,336174.24,23,stable
2666,7344,28,Male,Mumbai,69680.6,39462.78,131050.62,0.32,0,62.97,0,2,8883.06,196961,406099.75,13,stable
2667,3416,44,Female,Ahmedabad,68633.65,34108.29,470334.0,0.51,2,68.01,9,0,21224.46,62628,926656.87,23,stable
2668,9988,42,Female,Delhi,88072.39,38334.96,258347.84,0.73,2,75.88,44,2,9420.54,137239,353123.96,9,stable
2669,5154,60,Male,Pune,47920.74,9595.36,392741.02,0.11,0,71.02,11,1,11999.41,400307,1500000.0,34,stable
2670,6619,59,Male,Jaipur,42087.32,24975.74,247467.02,0.36,2,56.29,0,0,19092.9,376045,684410.83,40,stable
2671,2936,41,Male,Kolkata,76541.79,20022.0,327187.33,0.28,1,71.78,12,1,11836.15,274760,1172733.22,21,stable
2672,4807,63,Male,Delhi,69403.02,13736.62,330345.89,0.18,0,100.0,6,0,9829.95,364934,1500000.0,58,stable
2673,8151,46,Male,Bhopal,64154.24,16687.87,173584.53,0.68,0,61.78,10,1,5647.19,91364,253864.93,41,stable
2674,4236,30,Male,Mumbai,37569.16,8948.16,275425.75,0.85,2,64.08,31,1,46881.76,376045,322691.62,53,stable
2675,3352,33,Female,Kolkata,84140.2,25745.3,218505.63,0.27,3,97.85,16,1,16573.22,364934,803763.3,34,stable
2676,2932,62,Female,Bangalore,73614.33,12764.75,272645.24,0.11,1,46.85,33,0,10429.7,157472,1500000.0,51,stable
2677,9556,34,Male,Hyderabad,93840.61,17134.66,348682.24,0.31,2,62.91,6,1,21502.3,179758,1129411.04,17,stable
2678,5916,29,Male,Ahmedabad,47555.28,17875.99,153970.57,0.56,2,63.33,12,1,11692.25,348270,273438.07,48,stable
2679,6498,27,Female,Bangalore,76669.21,45246.71,198089.08,0.43,3,67.58,27,0,18395.72,323058,460217.26,12,stable
2680,1946,59,Female,Ahmedabad,55215.61,9018.2,382465.29,0.29,1,75.59,0,2,23294.34,137239,1309022.76,51,stable
2681,2439,51,Male,Chennai,36054.05,4533.17,281179.31,0.09,3,61.72,8,1,7942.25,257963,1500000.0,13,stable
2682,8730,36,Female,Pune,44338.17,24349.05,373548.24,0.91,2,66.84,4,0,21675.1,376045,411736.38,11,stable
2683,5857,28,Female,Kolkata,64906.05,37246.86,399719.83,0.74,2,54.98,19,0,16928.89,257963,538489.97,3,stable
2684,1340,35,Female,Jaipur,45350.62,22458.47,245559.15,0.31,1,67.58,8,1,10226.68,451850,788297.64,8,stable
2685,1382,45,Female,Jaipur,49582.99,5590.49,336283.66,0.37,1,69.91,0,1,15408.79,451850,917498.59,9,stable
2686,9491,58,Female,Bhopal,75051.11,33270.66,199026.56,0.21,3,71.61,13,3,19636.43,194441,960980.47,12,stable
2687,1138,61,Female,Ahmedabad,79894.1,36524.84,144253.65,0.44,0,94.38,7,0,18875.44,158601,330401.14,22,stable
2688,1358,35,Female,Delhi,46911.79,14850.78,225640.17,0.52,3,68.86,9,1,22740.89,451850,437961.45,12,stable
2689,5931,45,Female,Mumbai,104439.97,50362.3,293936.38,0.71,4,60.54,26,0,15002.99,274760,414649.11,16,stable
2690,4456,27,Female,Bhopal,78649.93,35839.2,187279.37,0.08,3,74.72,1,1,12994.35,274846,1500000.0,53,stable
2691,2627,46,Female,Jaipur,20000.0,7879.94,184288.57,1.0,2,85.17,4,0,0.0,157472,183758.16,36,stable
2692,7626,28,Male,Lucknow,67379.23,12985.47,237189.68,0.51,0,73.08,8,0,16934.35,473435,461087.43,11,stable
2693,6004,38,Male,Mumbai,84437.27,9034.9,402034.29,0.52,3,76.18,28,1,5631.94,323058,769529.12,24,stable
2694,7652,41,Female,Delhi,42923.91,19033.0,240803.99,0.35,2,61.92,2,1,14080.36,307288,679293.43,37,stable
2695,7416,36,Male,Pune,77623.57,33136.51,545898.95,0.66,2,89.5,5,1,22471.41,472413,831346.18,5,stable
2696,4170,23,Male,Pune,105469.12,57601.77,261634.91,0.61,2,57.61,16,0,22423.96,473435,431918.61,39,stable
2697,4835,21,Female,Chennai,52247.41,7169.09,304128.87,0.35,0,73.45,9,0,28107.7,368478,875639.72,58,stable
2698,9017,33,Male,Jaipur,64166.24,25712.58,226590.99,0.11,2,81.34,12,2,25625.36,232423,1500000.0,30,stable
2699,3151,52,Female,Lucknow,20428.59,5092.36,387720.61,0.37,3,71.78,2,2,13751.76,377197,1042173.45,46,stable
2700,7905,32,Male,Bangalore,68291.29,37512.57,409483.6,0.77,0,81.96,4,2,4040.3,138664,534433.65,34,stable
2701,3834,51,Male,Mumbai,84836.31,17299.01,302424.25,0.07,2,73.29,12,0,19040.3,471605,1500000.0,25,stable
2702,3567,61,Male,Pune,88145.21,42277.61,335413.92,0.49,1,89.5,0,3,745.87,221694,677849.26,48,stable
2703,2307,22,Female,Lucknow,20000.0,5887.8,349329.02,0.4,0,83.85,2,1,3773.92,472413,863458.14,28,stable
2704,9848,61,Male,Mumbai,86742.5,30173.31,200490.3,0.78,1,75.67,1,1,17686.59,274846,258206.92,30,stable
2705,3660,28,Female,Ahmedabad,70091.89,14064.04,304847.93,0.65,3,72.35,20,0,30695.33,389078,470281.01,30,stable
2706,4730,45,Male,Jaipur,72665.91,12414.3,259663.5,0.04,0,93.8,2,0,20223.7,169802,1500000.0,30,stable
2707,7207,25,Male,Kolkata,75943.53,20887.09,126934.7,0.35,3,61.01,2,1,10339.48,257963,363100.13,5,stable
2708,4162,65,Female,Pune,60784.34,29134.79,298467.06,0.62,3,80.67,1,1,13683.8,74527,478856.85,29,stable
2709,2140,22,Male,Delhi,53367.76,14190.51,325289.42,0.32,2,69.44,38,1,14434.86,179758,1020576.54,40,stable
2710,9458,62,Female,Jaipur,97433.32,10537.07,453430.46,0.06,1,73.75,3,0,15399.07,137239,1500000.0,11,stable
2711,2708,58,Female,Mumbai,26344.13,9589.2,171507.18,0.04,2,64.05,3,3,8755.89,139288,1500000.0,23,stable
2712,4630,59,Female,Kolkata,91878.83,13468.9,240868.0,0.51,3,69.54,12,3,14270.72,364934,472063.89,48,stable
2713,4211,23,Female,Lucknow,88956.46,36503.92,315995.69,0.26,1,62.22,8,1,25152.81,232423,1221979.64,8,stable
2714,7538,58,Male,Mumbai,45732.04,23228.14,220640.53,0.67,1,74.15,48,1,11243.25,138664,329818.69,58,stable
2715,1475,42,Female,Kolkata,20000.0,7144.02,196286.97,0.63,2,73.93,5,0,7167.85,0,312138.17,3,stable
2716,8684,60,Female,Bangalore,59488.03,11789.3,358087.33,0.35,1,85.74,3,1,10631.32,306121,1009573.75,13,stable
2717,2207,53,Female,Hyderabad,62522.17,26250.51,306513.28,0.48,3,68.59,2,1,34777.5,306121,638828.65,24,stable
2718,2960,52,Male,Ahmedabad,36444.19,18860.47,359376.97,0.12,0,72.04,1,1,60.05,62628,1500000.0,34,stable
2719,1557,37,Male,Lucknow,20000.0,7758.81,321253.44,0.36,0,58.29,1,0,9777.64,482884,894850.22,54,stable
2720,1882,38,Female,Jaipur,49090.52,24715.57,92891.14,1.03,3,63.93,1,0,11884.26,138664,89953.15,13,stable
2721,5761,23,Male,Delhi,25056.4,13903.39,331895.28,0.17,2,74.78,0,0,0.0,280003,1500000.0,19,stable
2722,6867,26,Male,Mumbai,52881.06,14054.12,188686.11,0.46,3,67.08,1,3,15504.68,376045,412920.96,28,stable
2723,7963,33,Female,Bhopal,55353.8,31592.07,208261.66,0.33,3,68.17,6,0,12792.92,65120,629371.01,34,stable
2724,8166,51,Female,Kolkata,67399.17,15523.87,315906.07,0.59,4,79.41,3,3,16608.55,158601,537694.36,21,stable
2725,8929,37,Male,Lucknow,56838.5,9877.77,131682.1,0.44,1,51.1,2,3,19458.74,274846,297566.53,34,stable
2726,6347,41,Male,Ahmedabad,81418.64,22804.72,299159.25,0.67,2,69.41,0,1,18402.18,137239,449438.49,58,stable
2727,8269,36,Male,Jaipur,33793.26,5030.56,330963.66,0.49,1,80.58,1,3,21365.32,377197,671378.26,26,stable
2728,9125,37,Male,Ahmedabad,67717.5,27793.74,338212.97,0.57,2,47.16,21,2,14031.44,138664,596574.13,17,stable
2729,3454,52,Female,Mumbai,56833.45,29551.51,507477.45,0.68,0,54.77,21,3,4461.61,191403,749454.13,56,stable
2730,5494,21,Male,Hyderabad,84372.36,27401.05,279955.29,0.12,1,86.23,0,0,26170.73,471605,1500000.0,5,stable
2731,2946,58,Male,Ahmedabad,53478.22,18440.53,327728.36,0.29,0,51.11,2,1,12034.72,221694,1125690.56,17,stable
2732,3808,28,Male,Hyderabad,78423.86,22816.13,286251.19,0.52,5,85.86,4,0,9986.99,169802,555093.16,40,stable
2733,7642,21,Female,Bhopal,63407.52,9267.93,207363.02,0.57,2,62.38,10,3,7176.48,257963,360818.34,36,stable
2734,4825,22,Male,Bhopal,53792.95,6348.73,185636.3,0.5,2,67.27,22,1,3396.16,348270,373152.97,59,stable
2735,4536,57,Female,Bangalore,34651.76,8414.91,326947.1,0.34,0,96.26,4,1,22466.57,232423,950283.31,48,stable
2736,7068,44,Female,Pune,39806.91,12795.17,162913.23,0.11,3,86.33,27,3,16646.45,191403,1488784.21,3,stable
2737,4802,47,Female,Pune,56112.69,15402.7,371830.18,0.18,0,99.19,5,0,17815.51,377197,1500000.0,34,stable
2738,5699,40,Male,Pune,56862.05,22879.74,167895.99,0.15,1,82.16,7,1,21719.14,191403,1093929.31,3,stable
2739,2970,41,Male,Chennai,70175.43,19230.59,329036.98,0.36,1,75.19,0,0,11221.75,400307,907927.76,25,stable
2740,6806,62,Female,Bhopal,84621.83,41437.6,224060.95,0.05,1,87.05,5,1,26234.72,95926,1500000.0,3,stable
2741,7142,57,Male,Lucknow,92915.71,28133.75,287859.78,0.28,0,88.2,1,1,1685.13,157472,1025905.21,23,stable
2742,3819,55,Female,Mumbai,68247.15,28210.05,251485.29,0.26,2,40.13,15,0,7940.1,380700,960465.79,54,stable
2743,1364,58,Female,Hyderabad,29974.77,8676.3,173670.24,0.18,3,54.76,5,0,7453.39,370877,976469.22,4,stable
2744,5258,35,Male,Bangalore,42631.84,12139.81,348248.1,0.61,0,63.84,26,1,18197.06,378267,573979.01,53,stable
2745,4119,62,Female,Lucknow,40237.17,17034.22,553415.69,0.71,2,55.16,9,0,16443.45,91364,783265.13,36,stable
2746,2863,50,Female,Bangalore,23072.09,3085.7,293330.25,0.11,1,76.94,2,0,16361.3,200083,1500000.0,37,stable
2747,1115,24,Male,Ahmedabad,103193.78,59752.21,298068.54,0.44,0,61.98,23,0,15897.41,471605,684476.23,3,stable
2748,8084,63,Female,Pune,22459.76,3110.73,368407.96,0.19,8,84.96,73,2,0.0,472413,1500000.0,48,stable
2749,9016,59,Male,Ahmedabad,33000.09,13129.39,300402.19,0.43,2,64.62,19,0,12098.72,74527,702291.74,54,stable
2750,3384,35,Male,Pune,43550.75,15427.07,388592.33,0.22,1,83.05,2,0,14099.35,389078,1500000.0,23,stable
2751,4935,43,Female,Jaipur,79121.48,41687.59,397919.44,0.46,3,66.16,4,3,12405.84,233696,873030.77,34,stable
2752,8742,61,Female,Mumbai,74789.96,19938.64,453604.55,0.53,4,84.6,11,1,34439.43,157472,849028.43,4,stable
2753,6442,35,Male,Lucknow,25071.51,3416.86,296475.88,0.74,1,41.16,36,0,14605.21,323058,400831.72,21,stable
2754,3490,46,Female,Jaipur,39661.09,5291.7,324478.51,0.16,4,55.22,4,0,18876.26,449806,1500000.0,51,stable
2755,7980,32,Male,Bangalore,55405.45,32553.36,297596.79,0.5,1,66.02,29,1,3883.81,137239,592965.6,31,stable
2756,8661,38,Female,Ahmedabad,33971.49,20164.69,489167.47,0.24,4,76.87,0,2,16983.79,62628,1500000.0,13,stable
2757,2724,26,Male,Bhopal,74732.61,18404.96,217941.38,0.19,1,82.25,1,1,9383.29,370877,1177158.32,41,stable
2758,9182,38,Female,Mumbai,20000.0,8181.74,87388.33,0.28,2,69.42,0,1,34517.29,472413,308571.79,39,stable
2759,3767,44,Male,Lucknow,76532.0,25995.69,206459.25,0.25,1,100.0,1,1,9088.94,194441,835981.7,53,stable
2760,2137,58,Female,Bangalore,71742.36,33149.02,233492.26,0.45,2,59.81,40,0,10460.16,370877,521647.53,46,stable
2761,5117,48,Female,Bangalore,69731.47,35307.0,353591.43,0.15,1,57.11,4,0,24483.79,377197,1500000.0,3,stable
2762,4420,35,Male,Pune,53036.17,19126.3,276308.84,0.92,1,74.25,4,1,6254.22,55301,298858.24,3,stable
2763,6845,39,Male,Lucknow,93299.67,26072.24,401342.7,0.44,1,49.48,42,0,29506.74,55301,914654.4,15,stable
2764,5778,25,Female,Bangalore,25911.52,13112.9,124446.85,0.23,5,54.54,3,2,21531.57,378267,548129.19,56,stable
2765,4906,24,Female,Jaipur,26931.02,11673.66,240790.3,0.35,2,60.25,11,0,19486.62,137239,684994.3,40,stable
2766,4637,37,Female,Kolkata,107926.83,59960.33,225599.59,0.65,1,73.34,3,1,16286.95,74527,347136.35,3,stable
2767,3953,30,Female,Bhopal,60658.16,9899.11,171739.71,0.28,1,87.81,1,1,0.0,0,612140.66,19,stable
2768,6929,32,Male,Mumbai,83442.08,41258.88,358645.93,0.54,1,51.44,0,1,21154.24,368478,665525.11,15,stable
2769,1276,25,Female,Jaipur,42232.5,24313.35,399384.85,0.1,1,70.29,9,2,14465.97,62628,1500000.0,24,stable
2770,2999,27,Female,Jaipur,48014.84,16812.48,298844.36,0.36,0,23.49,8,3,14450.96,368478,820051.9,9,stable
2771,2227,64,Male,Chennai,102006.97,36051.15,380017.85,0.66,1,56.37,0,1,15375.87,449806,577236.24,46,stable
2772,7337,43,Female,Mumbai,70631.26,17881.4,245217.47,0.14,3,67.91,23,0,5953.02,370877,1500000.0,1,stable
2773,4735,22,Male,Kolkata,73990.33,22286.48,355836.08,0.24,2,57.65,0,2,17547.03,137239,1473915.27,11,stable
2774,1695,50,Female,Pune,56858.76,17725.16,293385.96,0.26,1,59.45,7,3,3228.51,55301,1114733.62,9,stable
2775,5152,65,Male,Hyderabad,44359.58,11385.21,288177.92,0.31,1,77.84,26,2,8194.27,380700,919736.94,13,stable
2776,8901,57,Male,Delhi,80674.19,27277.76,229800.34,0.43,3,59.81,2,1,17243.88,91364,531117.08,58,stable
2777,8470,25,Female,Lucknow,51143.43,29912.34,464131.05,0.24,1,60.36,6,3,3856.77,0,1500000.0,49,stable
2778,8537,40,Male,Hyderabad,51930.91,14589.75,349559.22,0.01,0,58.95,22,1,23840.79,377650,1500000.0,29,stable
2779,3841,46,Female,Ahmedabad,54531.07,19223.36,409569.79,0.53,2,72.96,6,0,4479.75,137239,775826.93,17,stable
2780,5208,64,Male,Lucknow,62318.1,18673.93,286366.27,0.49,3,73.55,13,1,15228.89,232423,588688.36,58,stable
2781,9733,64,Male,Hyderabad,44216.1,7575.46,187517.98,0.35,0,89.46,5,3,15401.28,137239,539930.72,56,stable
2782,2088,59,Male,Mumbai,41077.21,13600.31,342968.25,0.4,1,68.45,14,1,9662.1,380700,850223.92,34,stable
2783,4363,26,Female,Pune,48179.47,12893.42,222067.93,0.14,2,64.25,3,0,11209.47,157472,1500000.0,17,stable
2784,1024,49,Female,Mumbai,46161.46,23129.04,374495.35,0.4,4,72.48,3,0,18449.16,451850,943719.31,19,stable
2785,7144,30,Male,Kolkata,20000.0,7180.29,99119.82,0.42,0,50.75,0,1,16561.31,364934,236080.72,39,stable
2786,6668,36,Female,Hyderabad,91645.77,19851.44,196077.96,0.91,1,99.14,4,1,10911.44,387916,216577.35,7,stable
2787,5236,54,Male,Hyderabad,64733.98,29197.46,301396.25,0.27,0,63.29,6,1,24165.86,449806,1130833.53,4,stable
2788,9068,51,Male,Chennai,46938.58,10872.24,418015.39,0.15,4,78.1,7,1,12183.53,179758,1500000.0,16,stable
2789,3235,56,Female,Lucknow,82870.53,14240.85,313069.86,0.37,2,89.23,1,0,22379.94,306121,839845.87,41,stable
2790,8295,61,Male,Jaipur,26759.07,10883.77,202361.17,0.35,1,94.27,0,0,10407.15,0,582843.37,1,stable
2791,9392,25,Female,Chennai,71592.51,38954.86,358911.3,0.39,1,67.35,7,0,9263.52,387916,915119.99,29,stable
2792,9448,53,Male,Mumbai,56353.4,22543.93,254259.97,0.3,1,65.39,14,1,21832.49,377650,839885.66,2,stable
2793,4747,63,Female,Lucknow,53879.76,21306.66,502094.5,0.69,3,86.54,12,0,9350.32,370877,730936.98,18,stable
2794,4175,39,Male,Pune,49943.59,5962.48,184875.79,0.23,2,63.48,0,1,20437.92,323058,791991.21,26,stable
2795,5897,52,Male,Ahmedabad,80454.52,45252.85,250075.21,0.18,1,68.19,5,0,983.61,348270,1388657.97,54,stable
2796,6037,43,Male,Bhopal,54167.6,14516.42,268277.53,0.31,1,73.44,3,1,7233.53,380700,852445.08,21,stable
2797,8427,23,Male,Bangalore,60586.32,27375.64,366590.41,0.43,3,82.63,25,0,14123.85,55301,844967.46,37,stable
2798,9605,21,Male,Bangalore,95507.72,35192.31,374486.9,0.37,3,80.19,6,0,12656.14,169802,1017575.85,17,stable
2799,3014,56,Female,Bhopal,63490.71,12061.55,464969.68,0.27,3,71.07,2,1,31465.99,380700,1500000.0,34,stable
2800,2381,61,Female,Chennai,52947.37,25132.89,368910.27,0.38,4,79.63,14,3,29746.74,274846,970299.37,13,stable
2801,2098,48,Male,Delhi,61209.99,18910.07,318951.0,1.16,1,37.65,15,0,23973.94,290856,275991.58,29,stable
2802,4426,59,Male,Lucknow,73446.22,17195.37,323135.26,0.72,4,73.45,2,1,9936.5,280003,449690.64,29,stable
2803,4655,25,Female,Lucknow,39014.2,11599.54,333883.3,0.88,2,54.45,4,2,18307.34,74527,380592.47,5,stable
2804,8938,33,Female,Chennai,77541.94,22326.87,376904.45,0.12,2,81.57,4,1,16736.79,158601,1500000.0,35,stable
2805,1187,31,Male,Bhopal,51282.08,16632.57,183894.7,0.61,2,58.39,24,0,16707.72,449806,300618.84,59,stable
2806,6409,42,Male,Jaipur,69520.15,38962.1,271898.22,0.65,1,53.84,36,1,8372.23,196961,421275.98,36,stable
2807,3092,43,Male,Hyderabad,68732.0,8394.72,378286.96,0.45,4,53.71,21,0,9125.32,280003,832274.83,48,stable
2808,3130,32,Male,Chennai,56785.19,25376.76,191211.01,0.47,1,68.53,5,0,2766.98,400307,408318.34,17,stable
2809,6242,41,Male,Jaipur,71105.89,20025.76,478834.47,0.22,3,100.0,1,0,11643.66,376045,1500000.0,14,stable
2810,9549,39,Male,Delhi,74213.31,34407.06,278823.09,0.06,1,46.23,18,2,10215.78,179758,1500000.0,11,stable
2811,6647,25,Female,Bhopal,43081.52,23440.07,332442.39,0.31,0,64.79,9,0,8989.59,348270,1055672.17,43,stable
2812,6185,44,Male,Pune,42751.01,5876.45,395853.89,0.02,3,67.19,5,0,10539.69,55301,1500000.0,21,stable
2813,6776,50,Male,Bhopal,79670.8,18210.1,184059.52,0.74,0,41.74,40,1,8860.17,139288,248752.59,2,stable
2814,8913,28,Female,Pune,68665.11,15631.89,401072.29,0.35,1,51.04,0,0,266.26,482884,1133134.99,53,stable
